"area","area_code","category","flow_score","traffic_score","consumer_score","dead_time","dead_gap","dead_gap_count","dead_gap_score","active_time_count","inactive_time","incomplete_time","analysis_available","analysis_status","twin_name","similarity","twin_conversion","similarity_definition"
"연희초등학교",3110511,"커피-음료",26.19760479041916,63.75545851528385,26.19760479041916,"21~24",98.2363315696649,725.6016416250089,98.2363315696649,5,"00~06","",TRUE,"분석 가능","서울국제고등학교",88.24850299401199,49.25149700598803,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"연희초등학교",3110511,"편의점",45.75835475578406,49.75,45.75835475578406,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","구산보건지소",86.61632390745501,53.470437017994854,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"연희파출소",3110513,"한식음식점",84.98331479421579,17.731277533039645,84.98331479421579,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","남산케이블카",92.1579532814238,98.10901001112346,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"연희파출소",3110513,"커피-음료",37.72455089820359,12.518195050946144,37.72455089820359,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","바우뫼공원",89.74550898203593,72.45508982035929,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서대문우체국",3110514,"한식음식점",33.37041156840934,52.31277533039648,33.37041156840934,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","양원초등학교",88.41768631813126,47.71968854282536,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서대문우체국",3110514,"편의점",2.056555269922879,29.25,2.056555269922879,"11~14",99.22879177377892,34131.790904923044,99.22879177377892,5,"","",TRUE,"분석 가능","어린이대공원역 4번",85.89331619537275,2.570694087403599,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"정원여중",3110516,"한식음식점",77.97552836484984,1.4317180616740088,77.97552836484984,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","서울금융고등학교",87.98665183537264,91.32369299221357,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서대문소방서",3110517,"한식음식점",11.67964404894327,26.21145374449339,11.67964404894327,"06~11",98.74285714285715,198.65350068970892,98.74285714285715,5,"00~06","",TRUE,"분석 가능","혜화동주민센터",90.21134593993327,80.64516129032258,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서대문소방서",3110517,"커피-음료",3.143712574850299,20.52401746724891,3.143712574850299,"21~24",93.82716049382715,273.9763486401593,93.82716049382715,5,"00~06","",TRUE,"분석 가능","장로회신학대학교",87.1070359281437,17.514970059880238,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서대문구보건소별관",3110519,"한식음식점",59.95550611790878,71.69603524229075,59.95550611790878,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","성남고등학교",87.34705228031146,96.440489432703,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서대문구보건소별관",3110519,"커피-음료",6.437125748502994,66.66666666666666,6.437125748502994,"17~21",97.14714714714715,1393.500252526093,97.14714714714715,5,"00~06","",TRUE,"분석 가능","성남고등학교",89.38997005988024,50.898203592814376,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서대문구보건소별관",3110519,"편의점",78.9203084832905,53.5,78.9203084832905,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","강서고등학교",88.35154241645245,92.2879177377892,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"경의중앙 신촌역",3110520,"한식음식점",70.63403781979977,60.242290748898675,70.63403781979977,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","새절역 2번",86.11651835372636,83.42602892102336,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"경의중앙 신촌역",3110520,"분식전문점",33.0749354005168,43.52078239608802,33.0749354005168,"06~11",91.13573407202216,69.2781323418831,91.13573407202216,5,"","",TRUE,"분석 가능","흑리단길",83.72093023255813,79.06976744186046,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"경의중앙 신촌역",3110520,"호프-간이주점",13.627254509018035,44.46601941747573,13.627254509018035,"14~17",98.0392156862745,241.3913835693483,98.0392156862745,4,"06~11","",TRUE,"분석 가능","천호역 1번(천호문구완구거리)",85.32064128256513,56.71342685370742,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"경의중앙 신촌역",3110520,"커피-음료",40.86826347305389,55.45851528384279,40.86826347305389,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","천호역 1번(천호문구완구거리)",86.11526946107784,68.562874251497007,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제역 4번",3110521,"한식음식점",71.63515016685206,45.81497797356828,71.63515016685206,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","용마문화복지센터",87.31229143492769,84.20467185761957,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제역 4번",3110521,"호프-간이주점",NA,29.320388349514566,NA,"뚜렷한 DEAD TIME 없음",0,0,0,0,"","00~06,06~11,11~14,14~17,17~21,21~24",FALSE,"활동 또는 관측 근거 부족",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제역 4번",3110521,"커피-음료",42.964071856287426,38.57350800582242,42.964071856287426,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","떡전교사거리",89.38061377245509,50.74850299401198,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제역 3번",3110522,"한식음식점",10.567296996662959,15.308370044052863,10.567296996662959,"17~21",94.6607341490545,918.4120666484687,94.6607341490545,5,"","",TRUE,"분석 가능","강동구청(강동구청역 2번)",91.77558398220245,54.17130144605117,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제역 3번",3110522,"커피-음료",16.766467065868262,10.189228529839884,16.766467065868262,"17~21",97.5975975975976,478.0238565998519,97.5975975975976,5,"00~06","",TRUE,"분석 가능","강동구청(강동구청역 2번)",90.063622754491007,58.68263473053892,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"연희세브란스병원",3110524,"한식음식점",11.7908787541713,7.709251101321586,11.7908787541713,"21~24",99.43757030371204,1036.9528266761802,99.43757030371204,5,"00~06","",TRUE,"분석 가능","신촌역 6번",87.6598998887653,81.75750834260289,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"연희세브란스병원",3110524,"커피-음료",85.32934131736528,5.676855895196507,85.32934131736528,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","서울대병원",85.42290419161677,98.20359281437125,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍은종합사회복지관",3110525,"한식음식점",14.46051167964405,21.80616740088106,14.46051167964405,"21~24",94.82564679415073,651.8417179246397,94.82564679415073,5,"00~06","",TRUE,"분석 가능","가인초등학교",93.02002224694105,40.82313681868743,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍은종합사회복지관",3110525,"분식전문점",86.82170542635659,9.7799511002445,86.82170542635659,"뚜렷한 DEAD TIME 없음",0,0,0,4,"21~24","",TRUE,"분석 가능","용강동주민센터",89.89018087855297,94.31524547803618,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍은종합사회복지관",3110525,"커피-음료",85.77844311377245,16.157205240174672,85.77844311377245,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","촬영소사거리",87.84618263473054,99.40119760479041,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"봉원사",3110526,"한식음식점",99.88876529477196,7.048458149779736,99.88876529477196,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"봉원사",3110526,"커피-음료",50.44910179640718,4.8034934497816595,50.44910179640718,"06~11",95.70552147239265,40.742877755182256,95.70552147239265,4,"00~06,21~24","",TRUE,"분석 가능","광운대학교 남단",84.77732035928143,75.59880239520959,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"봉원사",3110526,"편의점",21.59383033419023,1.7500000000000002,21.59383033419023,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","고대앞사거리",82.69601542416453,71.2082262210797,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제역 2번",3110527,"한식음식점",51.279199110122356,40.198237885462554,51.279199110122356,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","홍제3동주민센터",89.66212458286986,52.502780867630705,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제역 2번",3110527,"호프-간이주점",53.3066132264529,24.271844660194176,53.3066132264529,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","독산동정훈단지",87.8006012024048,84.3687374749499,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제역 2번",3110527,"커피-음료",7.0359281437125745,33.04221251819505,7.0359281437125745,"06~11",98.46625766871165,78.40786577136429,98.46625766871165,4,"00~06,21~24","",TRUE,"분석 가능","홍제3동주민센터",90.96182634730539,15.119760479041917,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제역 2번",3110527,"편의점",96.1439588688946,18.5,96.1439588688946,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","석계역 7번",83.45115681233933,97.68637532133675,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서울여자간호대학교",3110528,"한식음식점",55.06117908787542,51.3215859030837,55.06117908787542,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","창신역 4번",89.5856507230256,89.32146829810901,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서울여자간호대학교",3110528,"분식전문점",93.02325581395348,33.74083129584352,93.02325581395348,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","쌍문역1번(쌍리단길)",83.91472868217055,98.96640826873386,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서울여자간호대학교",3110528,"호프-간이주점",57.51503006012024,35.728155339805824,57.51503006012024,"14~17",92.5925925925926,112.14389869414967,92.5925925925926,3,"06~11,11~14","",TRUE,"분석 가능","돌곶이역 5번",89.06563126252505,96.39278557114228,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"서울여자간호대학교",3110528,"커피-음료",57.18562874251497,45.414847161572055,57.18562874251497,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","응암3동주민센터",90.04491017964071,71.10778443113772,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제3동주민센터",3110529,"한식음식점",52.502780867630705,54.845814977973575,52.502780867630705,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","문성초등학교",90.30172413793103,56.17352614015573,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제3동주민센터",3110529,"분식전문점",89.14728682170544,38.87530562347188,89.14728682170544,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","문성초등학교",90.48772609819122,92.76485788113695,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제3동주민센터",3110529,"호프-간이주점",55.71142284569138,39.41747572815534,55.71142284569138,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","메가박스 상봉",88.57715430861724,91.58316633266533,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제3동주민센터",3110529,"커피-음료",15.119760479041917,49.34497816593886,15.119760479041917,"21~24",92.7689594356261,240.99119433376808,92.7689594356261,5,"00~06","",TRUE,"분석 가능","메가박스 상봉",90.46594311377245,71.8562874251497,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"홍제3동주민센터",3110529,"편의점",91.25964010282776,33.5,91.25964010282776,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","홍제역 2번",89.9582262210797,96.1439588688946,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"아현역 1번",3110530,"한식음식점",98.99888765294772,8.920704845814978,98.99888765294772,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"아현역 2번",3110532,"한식음식점",71.19021134593993,70.48458149779736,71.19021134593993,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","성미산체육관",87.8476084538376,83.09232480533927,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"아현역 2번",3110532,"호프-간이주점",34.2685370741483,57.4757281553398,34.2685370741483,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","가산디지털단지역 1번 출입구",89.66683366733467,86.57314629258516,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"아현역 2번",3110532,"커피-음료",2.694610778443114,65.50218340611353,2.694610778443114,"06~11",98.15950920245399,63.0374227635088,98.15950920245399,4,"00~06,21~24","",TRUE,"분석 가능","충정로역 6번",89.68001497005987,53.293413173652695,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"경기대학교",3110534,"한식음식점",2.5583982202447166,46.80616740088105,2.5583982202447166,"06~11",96.68571428571428,94.88253302569467,96.68571428571428,5,"00~06","",TRUE,"분석 가능","신중초등학교",87.9936040044494,39.15461624026697,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"영천시장입구",3110535,"한식음식점",40.48943270300334,55.72687224669603,40.48943270300334,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","삼광초등학교",89.93325917686317,82.98109010011123,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"충정로현대아파트",3110537,"한식음식점",32.70300333704116,40.41850220264317,32.70300333704116,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","동대문역사문화공원역 5번",90.7119021134594,72.96996662958844,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"충정로현대아파트",3110537,"커피-음료",11.377245508982035,33.33333333333333,11.377245508982035,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","영등포구청역 2번",91.96294910179641,37.5748502994012,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"충정로현대아파트",3110537,"편의점",87.66066838046272,18.75,87.66066838046272,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","문정역 1번",86.31105398457584,92.03084832904884,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"충정로역 3번",3110538,"한식음식점",37.59733036707453,26.3215859030837,37.59733036707453,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","성수1가1동주민센터",91.03865406006673,38.15350389321468,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"충정로역 3번",3110538,"호프-간이주점",NA,12.427184466019417,NA,"뚜렷한 DEAD TIME 없음",0,0,0,0,"","00~06,06~11,11~14,14~17,17~21,21~24",FALSE,"활동 또는 관측 근거 부족",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"충정로역 3번",3110538,"커피-음료",23.502994011976046,20.66957787481805,23.502994011976046,"14~17",94.61077844311377,358.6170150635597,94.61077844311377,4,"06~11","",TRUE,"분석 가능","베르사이유1아파트",88.48241017964071,49.101796407185624,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"미근동",3110539,"한식음식점",28.364849833147943,22.356828193832598,28.364849833147943,"14~17",91.42538975501114,6262.709927278188,91.42538975501114,5,"","",TRUE,"분석 가능","경향신문사",92.03281423804228,89.09899888765295,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"미근동",3110539,"호프-간이주점",26.452905811623246,9.514563106796116,26.452905811623246,"14~17",98.91067538126362,333.9556603787794,98.91067538126362,4,"06~11","",TRUE,"분석 가능","강동성심병원",88.23897795591182,69.73947895791584,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"미근동",3110539,"커피-음료",16.16766467065868,17.03056768558952,16.16766467065868,"21~24",91.35802469135803,1014.6507869632024,91.35802469135803,5,"00~06","",TRUE,"분석 가능","경향신문사",93.26347305389223,51.34730538922155,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"미근동",3110539,"편의점",19.53727506426735,7.75,19.53727506426735,"21~24",98.7146529562982,5155.420219502115,98.7146529562982,5,"","",TRUE,"분석 가능","경향신문사",95.30848329048844,62.2107969151671,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"망원나들목체육관",3110540,"한식음식점",35.595105672969964,44.27312775330397,35.595105672969964,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","상도4동주민센터",90.27391546162403,86.20689655172413,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"동교초등학교",3110541,"한식음식점",76.7519466073415,72.79735682819384,76.7519466073415,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","신자초등학교",85.62291434927698,80.08898776418243,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"동교초등학교",3110541,"분식전문점",71.83462532299741,57.457212713936435,71.83462532299741,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","구산역 4번",85.99806201550388,74.93540051679587,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"동교초등학교",3110541,"호프-간이주점",4.208416833667335,60.77669902912621,4.208416833667335,"14~17",93.89978213507625,125.48754184875651,93.89978213507625,4,"06~11","",TRUE,"분석 가능","화곡역 2번",88.45190380761522,66.13226452905812,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"동교초등학교",3110541,"커피-음료",28.29341317365269,67.68558951965066,28.29341317365269,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","광진정말공원",90.6624251497006,47.30538922155689,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"동교초등학교",3110541,"편의점",42.9305912596401,55.25,42.9305912596401,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","상봉역 3번",87.14652956298201,75.83547557840618,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 7번",3110542,"한식음식점",27.474972191323694,77.20264317180616,27.474972191323694,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","오류2동버들시장",91.14988876529478,44.938820912124584,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 7번",3110542,"호프-간이주점",90.98196392785572,66.40776699029126,90.98196392785572,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","보라매역 2번",89.19088176352705,91.78356713426854,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 7번",3110542,"커피-음료",68.8622754491018,72.92576419213974,68.8622754491018,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","삼전역 4번",89.43675149700599,97.15568862275448,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 7번",3110542,"편의점",52.185089974293064,60.5,52.185089974293064,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","자양한강도서관",84.73650385604114,53.98457583547558,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"중암중학교",3110543,"한식음식점",9.343715239154617,7.488986784140969,9.343715239154617,"21~24",98.5376827896513,75.61060483019654,98.5376827896513,5,"00~06","",TRUE,"분석 가능","전농119안전센터",92.06757508342602,65.07230255839822,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"망리단길",3110544,"한식음식점",14.238042269187986,99.8898678414097,14.238042269187986,"11~14",91.41583054626533,30913.416984625306,91.41583054626533,5,"","",TRUE,"분석 가능","사당역 4번",89.34927697441601,30.589543937708562,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"망리단길",3110544,"분식전문점",80.10335917312662,99.75550122249389,80.10335917312662,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","삼전역 1번",85.59431524547804,84.75452196382429,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"망리단길",3110544,"호프-간이주점",36.47294589178357,99.80582524271846,36.47294589178357,"17~21",90.36144578313254,4126.6090611032705,90.36144578313254,5,"","",TRUE,"분석 가능","사당역 4번",87.6753507014028,83.16633266533067,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"망리단길",3110544,"커피-음료",32.48502994011976,99.85443959243085,32.48502994011976,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","사당역 4번",89.0250748502994,91.61676646706587,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"망리단길",3110544,"편의점",15.681233933161954,99.75,15.681233933161954,"06~11",92.54498714652956,9264.270200924431,92.54498714652956,5,"","",TRUE,"분석 가능","까치산역 3번",87.70886889460155,78.66323907455013,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 1번",3110545,"한식음식점",85.20578420467186,34.36123348017621,85.20578420467186,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","성남고등학교",85.5603448275862,96.440489432703,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 1번",3110545,"분식전문점",92.24806201550388,18.09290953545232,92.24806201550388,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 1번",3110545,"호프-간이주점",NA,18.25242718446602,NA,"뚜렷한 DEAD TIME 없음",0,0,0,0,"","00~06,06~11,11~14,14~17,17~21,21~24",FALSE,"활동 또는 관측 근거 부족",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 1번",3110545,"커피-음료",95.50898203592814,27.510917030567683,95.50898203592814,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 1번",3110545,"편의점",74.293059125964,14.75,74.293059125964,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","신림우방아파트",80.10925449871465,82.0051413881748,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"양화대교북단",3110546,"한식음식점",27.030033370411566,50.881057268722465,27.030033370411566,"21~24",99.21259842519686,158.6192003174297,99.21259842519686,5,"00~06","",TRUE,"분석 가능","장승배기역 5번",89.95411568409344,98.44271412680756,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"양화대교북단",3110546,"커피-음료",28.592814371257486,44.832605531295485,28.592814371257486,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","인헌고등학교(인헌중학교)",86.39595808383234,63.02395209580839,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"양화대교북단",3110546,"편의점",95.62982005141389,27.750000000000004,95.62982005141389,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","서울축산농협 독산역지점(독산파출소)",83.78856041131105,96.40102827763496,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"KB국민은행 망원동지점",3110547,"한식음식점",41.37931034482759,50.440528634361236,41.37931034482759,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","은평구청",86.7908787541713,69.85539488320356,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"KB국민은행 망원동지점",3110547,"분식전문점",34.883720930232556,33.251833740831295,34.883720930232556,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","은평구청",85.52971576227391,45.21963824289406,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"KB국민은행 망원동지점",3110547,"호프-간이주점",83.56713426853707,35.14563106796116,83.56713426853707,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","강북구청",86.15981963927855,83.76753507014027,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"KB국민은행 망원동지점",3110547,"커피-음료",41.01796407185629,44.25036390101892,41.01796407185629,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","창동역 2번",87.32223053892216,94.311377245509,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 4번",3110548,"한식음식점",77.8642936596218,73.01762114537445,77.8642936596218,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 4번",3110548,"호프-간이주점",36.07214428857716,60.970873786407765,36.07214428857716,"뚜렷한 DEAD TIME 없음",0,0,0,3,"06~11,14~17","",TRUE,"분석 가능","동대문구청",87.93837675350701,57.31462925851704,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"마포구청역 4번",3110548,"커피-음료",78.1437125748503,67.97671033478893,78.1437125748503,"뚜렷한 DEAD TIME 없음",0,0,0,4,"00~06,21~24","",TRUE,"분석 가능","서울지방병무청",87.15381736526946,93.11377245508982,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"새터산",3110549,"한식음식점",81.97997775305895,55.947136563876654,81.97997775305895,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","망우3동주민센터",85.75500556173526,88.32035595105673,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"새터산",3110549,"커피-음료",9.431137724550897,50.509461426491995,9.431137724550897,"17~21",99.3993993993994,989.2625141942844,99.3993993993994,4,"00~06,21~24","",TRUE,"분석 가능","신원동주민센터",89.66130239520957,91.91616766467065,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"새터산",3110549,"편의점",38.81748071979435,34.5,38.81748071979435,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","신원동주민센터",91.96658097686375,59.383033419023135,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"합정역 8번",3110550,"한식음식점",30.14460511679644,73.7885462555066,30.14460511679644,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","신대방역 2번",88.69577308120134,60.40044493882091,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"합정역 8번",3110550,"분식전문점",70.54263565891473,58.19070904645477,70.54263565891473,"뚜렷한 DEAD TIME 없음",0,0,0,4,"00~06,21~24","",TRUE,"분석 가능","신대방역 2번",84.02777777777779,95.8656330749354,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"합정역 8번",3110550,"호프-간이주점",37.87575150300601,62.13592233009708,37.87575150300601,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","숙대입구",83.83016032064128,90.18036072144288,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"합정역 8번",3110550,"커피-음료",32.634730538922156,68.85007278020379,32.634730538922156,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","신대방역 2번",88.45434131736528,66.91616766467065,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"합정역 8번",3110550,"편의점",4.370179948586118,56.49999999999999,4.370179948586118,"11~14",97.17223650385604,56572.06821225142,97.17223650385604,5,"","",TRUE,"분석 가능","송파나루역 1번(송리단길)",85.23457583547558,27.249357326478147,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"성서초등학교",3110551,"한식음식점",37.708565072302555,76.98237885462555,37.708565072302555,"11~14",90.3010033444816,1331.81887448118,90.3010033444816,5,"","",TRUE,"분석 가능","보라매역 2번",87.81979977753058,50.055617352614014,"100 - 16개 상권특성의 평균 절대 백분위 차이"
